Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MBps),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
4961643906,1856,4248,None,None,None,None,None,None,None,None,None,0.000,51.724,Pageable,Device,NVIDIA A100-PCIE-40GB (1),1,79,[CUDA memcpy HtoD]
4961686473,1856,4248,None,None,None,None,None,None,None,None,None,0.000,51.724,Pageable,Device,NVIDIA A100-PCIE-40GB (0),1,79,[CUDA memcpy HtoD]
4961883141,1856,4250,None,None,None,None,None,None,None,None,None,0.000,51.724,Pageable,Device,NVIDIA A100-PCIE-40GB (1),1,79,[CUDA memcpy HtoD]
4961924780,1824,4250,None,None,None,None,None,None,None,None,None,0.000,52.632,Pageable,Device,NVIDIA A100-PCIE-40GB (0),1,79,[CUDA memcpy HtoD]
4962122057,1920,4252,None,None,None,None,None,None,None,None,None,0.000,50.000,Pageable,Device,NVIDIA A100-PCIE-40GB (1),1,79,[CUDA memcpy HtoD]
4962166735,1856,4252,None,None,None,None,None,None,None,None,None,0.000,51.724,Pageable,Device,NVIDIA A100-PCIE-40GB (0),1,79,[CUDA memcpy HtoD]
4962361965,1888,4254,None,None,None,None,None,None,None,None,None,0.000,50.847,Pageable,Device,NVIDIA A100-PCIE-40GB (1),1,79,[CUDA memcpy HtoD]
4962401906,1920,4254,None,None,None,None,None,None,None,None,None,0.000,50.000,Pageable,Device,NVIDIA A100-PCIE-40GB (0),1,79,[CUDA memcpy HtoD]
5004174464,10112,4268,None,None,None,None,None,None,None,None,None,8.389,829566.222,Device,None,NVIDIA A100-PCIE-40GB (0),1,89,[CUDA memset]
5004219249,10528,4268,None,None,None,None,None,None,None,None,None,8.389,796783.542,Device,None,NVIDIA A100-PCIE-40GB (1),1,89,[CUDA memset]
5051559541,3295,4274,None,None,None,None,None,None,None,None,None,0.007,2034.597,Device,None,NVIDIA A100-PCIE-40GB (0),1,78,[CUDA memset]
5051566957,4128,4274,None,None,None,None,None,None,None,None,None,0.007,1624.031,Device,None,NVIDIA A100-PCIE-40GB (1),1,78,[CUDA memset]
5069006256,2528,4283,None,None,None,None,None,None,None,None,None,0.000,3.165,Pageable,Device,NVIDIA A100-PCIE-40GB (0),1,78,[CUDA memcpy HtoD]
5069016848,1857,4286,None,None,None,None,None,None,None,None,None,0.000,4.308,Pageable,Device,NVIDIA A100-PCIE-40GB (0),1,78,[CUDA memcpy HtoD]
5069022960,1824,4289,None,None,None,None,None,None,None,None,None,0.000,4.386,Pageable,Device,NVIDIA A100-PCIE-40GB (0),1,78,[CUDA memcpy HtoD]
5069030672,1888,4292,None,None,None,None,None,None,None,None,None,0.000,4.237,Pageable,Device,NVIDIA A100-PCIE-40GB (0),1,78,[CUDA memcpy HtoD]
5069043441,2624,4295,None,None,None,None,None,None,None,None,None,0.007,2554.874,Pageable,Device,NVIDIA A100-PCIE-40GB (0),1,78,[CUDA memcpy HtoD]
5069297131,2560,4283,None,None,None,None,None,None,None,None,None,0.000,3.125,Pageable,Device,NVIDIA A100-PCIE-40GB (1),1,78,[CUDA memcpy HtoD]
5069307468,1888,4286,None,None,None,None,None,None,None,None,None,0.000,4.237,Pageable,Device,NVIDIA A100-PCIE-40GB (1),1,78,[CUDA memcpy HtoD]
5069313612,1888,4289,None,None,None,None,None,None,None,None,None,0.000,4.237,Pageable,Device,NVIDIA A100-PCIE-40GB (1),1,78,[CUDA memcpy HtoD]
5069319980,1952,4292,None,None,None,None,None,None,None,None,None,0.000,4.098,Pageable,Device,NVIDIA A100-PCIE-40GB (1),1,78,[CUDA memcpy HtoD]
5069332044,2688,4295,None,None,None,None,None,None,None,None,None,0.007,2494.042,Pageable,Device,NVIDIA A100-PCIE-40GB (1),1,78,[CUDA memcpy HtoD]
5070271264,64353,4321,1,1,1,96,1,1,96,0.005,0.082,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,14,"ncclKernel_AllGather_RING_LL_Sum_int8_t(ncclDevComm *, unsigned long, ncclWork *)"
5070319036,14944,4321,1,1,1,96,1,1,96,0.005,0.082,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,14,"ncclKernel_AllGather_RING_LL_Sum_int8_t(ncclDevComm *, unsigned long, ncclWork *)"
5070512483,4288,4328,None,None,None,None,None,None,None,None,None,0.000,1.866,Device,Device,NVIDIA A100-PCIE-40GB (0),1,14,[CUDA memcpy DtoD]
5070520415,3744,4328,None,None,None,None,None,None,None,None,None,0.000,2.137,Device,Device,NVIDIA A100-PCIE-40GB (1),1,14,[CUDA memcpy DtoD]
5070551908,3424,4333,None,None,None,None,None,None,None,None,None,0.000,2.336,Device,Device,NVIDIA A100-PCIE-40GB (0),1,14,[CUDA memcpy DtoD]
5070556000,2784,4333,None,None,None,None,None,None,None,None,None,0.000,2.874,Device,Device,NVIDIA A100-PCIE-40GB (1),1,14,[CUDA memcpy DtoD]
5070798244,3776,4374,None,None,None,None,None,None,None,None,None,0.000,2.119,Device,Pageable,NVIDIA A100-PCIE-40GB (1),1,7,[CUDA memcpy DtoH]
5070806983,3712,4374,None,None,None,None,None,None,None,None,None,0.000,2.155,Device,Pageable,NVIDIA A100-PCIE-40GB (0),1,7,[CUDA memcpy DtoH]
5070847236,3488,4380,None,None,None,None,None,None,None,None,None,0.000,2.294,Device,Pageable,NVIDIA A100-PCIE-40GB (1),1,7,[CUDA memcpy DtoH]
5070855239,3424,4380,None,None,None,None,None,None,None,None,None,0.000,2.336,Device,Pageable,NVIDIA A100-PCIE-40GB (0),1,7,[CUDA memcpy DtoH]
5071017193,1857,4394,None,None,None,None,None,None,None,None,None,0.000,25.848,Pageable,Device,NVIDIA A100-PCIE-40GB (0),1,7,[CUDA memcpy HtoD]
5071017575,1888,4394,None,None,None,None,None,None,None,None,None,0.000,25.424,Pageable,Device,NVIDIA A100-PCIE-40GB (1),1,7,[CUDA memcpy HtoD]
5071184938,14208,4415,1,1,1,96,1,1,96,0.005,0.082,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,14,"ncclKernel_Broadcast_RING_LL_Sum_int8_t(ncclDevComm *, unsigned long, ncclWork *)"
5071185740,11552,4415,1,1,1,96,1,1,96,0.005,0.082,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,14,"ncclKernel_Broadcast_RING_LL_Sum_int8_t(ncclDevComm *, unsigned long, ncclWork *)"
5071291405,2432,4450,None,None,None,None,None,None,None,None,None,0.000,19.737,Device,Pageable,NVIDIA A100-PCIE-40GB (0),1,7,[CUDA memcpy DtoH]
5071291787,2464,4450,None,None,None,None,None,None,None,None,None,0.000,19.481,Device,Pageable,NVIDIA A100-PCIE-40GB (1),1,7,[CUDA memcpy DtoH]
5076037272,6401,4484,216,2,1,512,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)1, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
5076048393,5280,4484,216,2,1,512,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)1, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
5076204379,14144,4505,1,1,1,96,1,1,96,0.005,0.082,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,14,"ncclKernel_Broadcast_RING_LL_Sum_int8_t(ncclDevComm *, unsigned long, ncclWork *)"
5076205003,11552,4505,1,1,1,96,1,1,96,0.005,0.082,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,14,"ncclKernel_Broadcast_RING_LL_Sum_int8_t(ncclDevComm *, unsigned long, ncclWork *)"
5076442847,4192,4531,None,None,None,None,None,None,None,None,None,0.000,19.084,Device,Device,NVIDIA A100-PCIE-40GB (1),1,7,[CUDA memcpy DtoD]
5076442862,3488,4531,None,None,None,None,None,None,None,None,None,0.000,22.936,Device,Device,NVIDIA A100-PCIE-40GB (0),1,7,[CUDA memcpy DtoD]
5076467982,2848,4536,None,None,None,None,None,None,None,None,None,0.000,1.404,Device,Device,NVIDIA A100-PCIE-40GB (0),1,7,[CUDA memcpy DtoD]
5076469375,3424,4536,None,None,None,None,None,None,None,None,None,0.000,1.168,Device,Device,NVIDIA A100-PCIE-40GB (1),1,7,[CUDA memcpy DtoD]
5079425775,2144,4605,None,None,None,None,None,None,None,None,None,0.003,1194.028,Pinned,Device,NVIDIA A100-PCIE-40GB (1),1,7,[CUDA memcpy HtoD]
5079436627,2080,4605,None,None,None,None,None,None,None,None,None,0.003,1230.769,Pinned,Device,NVIDIA A100-PCIE-40GB (0),1,7,[CUDA memcpy HtoD]
5079477648,1888,4618,None,None,None,None,None,None,None,None,None,0.000,67.797,Pinned,Device,NVIDIA A100-PCIE-40GB (1),1,7,[CUDA memcpy HtoD]
5079487924,1888,4618,None,None,None,None,None,None,None,None,None,0.000,67.797,Pinned,Device,NVIDIA A100-PCIE-40GB (0),1,7,[CUDA memcpy HtoD]
5093426948,4704,4641,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
5094064667,6144,4641,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
5143659900,6176,5931,2,1,1,8,16,1,159,0.000,0.001,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
5145533178,5920,5931,2,1,1,8,16,1,159,0.000,0.001,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
5173547774,3840,5955,1,1,1,1,128,1,18,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)0, (bool)1, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
5176477850,3296,5955,1,1,1,1,128,1,18,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)0, (bool)1, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
5179258363,3552,5965,1,1,1,128,1,1,22,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
5182533670,2976,5965,1,1,1,128,1,1,22,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
5185615778,7167,5979,1,1,1,32,1,1,26,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
5189094457,5728,5979,1,1,1,32,1,1,26,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
5196441232,3776,5989,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
5200688075,3296,5989,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
5203030907,3872,5999,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
5205300767,3296,6012,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)"
5206593588,3584,6029,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
5206702102,3584,6042,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
5207122493,4736,6058,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
5207254463,3776,6073,1,1,1,1,128,1,21,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void <unnamed>::softmax_warp_backward<float, float, float, (int)0, (bool)1, (bool)0>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
5207505024,3168,5999,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
5209722652,2529,6012,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail::Array<char *, (int)1>>(int, T2, T3)"
5210675208,2784,6028,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
5210773738,2752,6041,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
5211016845,3488,6057,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
5211138446,3008,6072,1,1,1,1,128,1,21,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void <unnamed>::softmax_warp_backward<float, float, float, (int)0, (bool)1, (bool)0>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
5215460995,5344,6114,3,1,1,8,32,1,32,0.000,0.001,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void gemvNSP_kernel<float, float, float, float, (int)1, (int)32, (int)4, (int)1024, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T10)"
5215553861,7168,6128,1,1,1,32,1,1,26,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
5215693735,3552,6137,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
5215751496,3488,6149,1,1,1,128,1,1,16,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
5216351441,2447144,6182,1,1,1,96,1,1,96,0.005,0.082,None,,None,None,NVIDIA A100-PCIE-40GB (1),1,14,"ncclKernel_AllReduce_RING_LL_Sum_float(ncclDevComm *, unsigned long, ncclWork *)"
5217876451,4800,6113,3,1,1,8,32,1,32,0.000,0.001,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void gemvNSP_kernel<float, float, float, float, (int)1, (int)32, (int)4, (int)1024, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T10)"
5217961636,5920,6127,1,1,1,32,1,1,26,0.000,0.000,None,,None,None,NVIDIA A100-PCIE-40GB (0),1,7,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)"
